"","X","Gene","Yap_2021","Tyssowski_2018","Hrvatin_2018","n_Yap_methods","na_sums"
"2002",2002,"Gm33203","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2003",2003,"Gm35608","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2004",2004,"Foxj2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2005",2005,"Fndc7","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2006",2006,"Gm5086","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2007",2007,"Gm20783","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2008",2008,"Gm38791","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2009",2009,"Serpina3n","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2010",2010,"Chst11","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2011",2011,"Gm30113","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2012",2012,"Cd163l1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2013",2013,"Cdca8","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2014",2014,"Hs2st1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2015",2015,"Gm30880","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2016",2016,"Iglon5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2017",2017,"9930104L06Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2018",2018,"LOC108168027","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2019",2019,"4933411E08Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2020",2020,"Gm31436","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2021",2021,"Golt1b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2022",2022,"Utp20","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2023",2023,"Gm35740","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2024",2024,"Cox14","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2025",2025,"Ppp1r1c","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2026",2026,"Recql","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2027",2027,"Gm41497","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2028",2028,"LOC102638993","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2029",2029,"Igfals","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2030",2030,"Gm34288","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2031",2031,"Gm36079","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2032",2032,"Gm35196","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2033",2033,"Dlc1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs",1,2
"2034",2034,"Bcl2l10","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2035",2035,"Gm41189","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2036",2036,"Mir449a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2037",2037,"Anln","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2038",2038,"Gm40892","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2039",2039,"Dctn1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2040",2040,"Gm33103","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2041",2041,"Extl3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2042",2042,"Mir449b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2043",2043,"BC048644","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2044",2044,"Gm32010","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2045",2045,"A830021M18Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2046",2046,"Usp50","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2047",2047,"Gm38754","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2048",2048,"Osbpl11","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2049",2049,"LOC108167587","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2050",2050,"Gm20618","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2051",2051,"Unc5a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2052",2052,"Rph3a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2053",2053,"Iars2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2054",2054,"Gm41549","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2055",2055,"Eif4a2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2056",2056,"Rbm34","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2057",2057,"Pisd-ps3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2058",2058,"Gm31313","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2059",2059,"Gphb5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2060",2060,"Mir6541","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2061",2061,"Gm35558","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2062",2062,"Dync1h1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2063",2063,"Hoxd13","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2064",2064,"Wash1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2065",2065,"Bpnt1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs (TF)",1,2
"2066",2066,"Zfp956","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2067",2067,"Gm40659","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2068",2068,"Rdh14","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2069",2069,"Gm41787","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2070",2070,"LOC108167558","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2071",2071,"Impact","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2072",2072,"Slc25a41","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2073",2073,"Kif17","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2074",2074,"Gm41553","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2075",2075,"Fahd1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2076",2076,"Tspyl4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2077",2077,"Gm26564","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2078",2078,"Gm36822","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2079",2079,"Ccdc9","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2080",2080,"Gm6936","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2081",2081,"Gm35060","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2082",2082,"Ctla4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2083",2083,"Gm32888","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2084",2084,"Fggy","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2085",2085,"Gm11454","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2086",2086,"Gm39512","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2087",2087,"Gm35772","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2088",2088,"Zfp9","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2089",2089,"Dpt","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2090",2090,"Gm28497","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2091",2091,"Aifm1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2092",2092,"Gm40206","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2093",2093,"Gm40814","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2094",2094,"LOC108167650","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2095",2095,"Spats1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2096",2096,"Gm30193","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2097",2097,"Zfp708","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2098",2098,"Gm33449","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2099",2099,"Gm13817","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2100",2100,"Lcmt1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2101",2101,"Gm32365","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2102",2102,"Gm33945","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2103",2103,"Ccdc121","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2104",2104,"Mtmr12","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2105",2105,"Gm34613","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2106",2106,"LOC108168280","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2107",2107,"Gm42084","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2108",2108,"Gm41980","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2109",2109,"4933440J02Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2110",2110,"Nt5dc3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2111",2111,"Gm10578","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2112",2112,"Cd83","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2113",2113,"Atpaf1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2114",2114,"A730049H05Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2115",2115,"Kdelr2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2116",2116,"LOC108168357","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2117",2117,"Sim2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2118",2118,"Nps","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2119",2119,"Has1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2120",2120,"Ube2z","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2121",2121,"Sgms2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2122",2122,"Gm31175","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2123",2123,"Fndc1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2124",2124,"Gm20635","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2125",2125,"Twsg1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2126",2126,"Kidins220","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2127",2127,"Dusp5",NA,"in situ sustained depol_rPRGs",NA,NA,1
"2128",2128,"Glt28d2",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2129",2129,"Sv2c",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2130",2130,"C2cd4b",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2131",2131,"Prok2",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2132",2132,"Cartpt",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2133",2133,"Chrm2",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2134",2134,"Ccdc184",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2135",2135,"Alpk1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2136",2136,"Wdr90",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2137",2137,"Coq10b",NA,"in situ sustained depol_dPRGs","V1 scRNAseq_PRGs",NA,2
"2138",2138,"Mctp2",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2139",2139,"Cystm1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2140",2140,"Ptger4",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2141",2141,"Adm",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2142",2142,"Pax1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2143",2143,"Crem",NA,"in situ sustained depol_dPRGs","V1 scRNAseq_PRGs (TF)",NA,2
"2144",2144,"Pou3f1",NA,"in situ sustained depol_dPRGs","V1 scRNAseq_PRGs (TF)",NA,2
"2145",2145,"Chst8",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2146",2146,"Tbc1d8b",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2147",2147,"Pgap1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2148",2148,"Slc7a1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2149",2149,"Nap1l5",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2150",2150,"Atp10d",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2151",2151,"Slc40a1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2152",2152,"Mthfd2",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2153",2153,"Msantd1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2154",2154,"Tacr3",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2155",2155,"Herpud1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2156",2156,"Stard4",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2157",2157,"Nppc",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2158",2158,"Pard6a",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2159",2159,"Pcdh20",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2160",2160,"Mpp7",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2161",2161,"Kcns2",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2162",2162,"Cort",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2163",2163,"Gpr26",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2164",2164,"Nr4a2",NA,"in situ sustained depol_dPRGs","V1 scRNAseq_PRGs (TF)",NA,2
"2165",2165,"Tec",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2166",2166,"Rasgrp1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2167",2167,"Npbwr1",NA,"in situ sustained depol_dPRGs",NA,NA,1
"2168",2168,"Meox1",NA,"in situ sustained depol_SRGs",NA,NA,1
"2169",2169,"Kcnj4",NA,"in situ sustained depol_SRGs",NA,NA,1
"2170",2170,"Klhl4",NA,"in situ sustained depol_SRGs",NA,NA,1
"2171",2171,"Sostdc1",NA,"in situ sustained depol_SRGs",NA,NA,1
"2172",2172,"Spred3",NA,"in situ sustained depol_SRGs",NA,NA,1
"2173",2173,"Mfap3l",NA,"in situ sustained depol_SRGs",NA,NA,1
"2174",2174,"Kcna1",NA,"in situ sustained depol_SRGs",NA,NA,1
"2175",2175,"Dennd2c",NA,"in situ sustained depol_SRGs",NA,NA,1
"2176",2176,"Stc2",NA,"in situ sustained depol_SRGs",NA,NA,1
"2177",2177,"Hunk",NA,"in situ sustained depol_SRGs","V1 scRNAseq_SRGs",NA,2
"2178",2178,"Kcnh8",NA,"in situ sustained depol_SRGs",NA,NA,1
"2179",2179,"Chac1",NA,"in situ sustained depol_SRGs",NA,NA,1
"2180",2180,"Stac",NA,"in situ sustained depol_SRGs",NA,NA,1
"2181",2181,"Palmd",NA,"in situ sustained depol_SRGs",NA,NA,1
"2182",2182,"Hspb3",NA,"in situ sustained depol_SRGs",NA,NA,1
"2183",2183,"Nab2",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2184",2184,"Hivep3",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2185",2185,"Gtf3c1",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2186",2186,"Ccnt1",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2187",2187,"Cebpb",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2188",2188,"Bcl6b",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2189",2189,"Jund",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2190",2190,"Klf2",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2191",2191,"Srf",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2192",2192,"Klf7",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2193",2193,"Ssb",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2194",2194,"Fxr1",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2195",2195,"Sdccag3",NA,NA,"V1 scRNAseq_PRGs (TF)",NA,1
"2196",2196,"Gfod1",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2197",2197,"Fam150b",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2198",2198,"Timp2",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2199",2199,"Ctsb",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2200",2200,"Ism1",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2201",2201,"Plaur",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2202",2202,"Timp3",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2203",2203,"Mbp",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2204",2204,"Igfbp2",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2205",2205,"Thsd4",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2206",2206,"Sema3g",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2207",2207,"Ccl2",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2208",2208,"Ccl7",NA,NA,"V1 scRNAseq_PRGs (sec)",NA,1
"2209",2209,"Cdc42ep3",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2210",2210,"Gm13889",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2211",2211,"Phf21b",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2212",2212,"Phlda1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2213",2213,"Tfrc",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2214",2214,"Camk1g",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2215",2215,"Bhlhe40",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2216",2216,"Chuk",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2217",2217,"P4ha1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2218",2218,"Snhg3",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2219",2219,"Adrb1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2220",2220,"Htatsf1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2221",2221,"Ube2g1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2222",2222,"Kras",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2223",2223,"Socs2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2224",2224,"Cenpb",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2225",2225,"Gm28578",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2226",2226,"Nrd1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2227",2227,"Plp1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2228",2228,"Cpne8",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2229",2229,"Glul",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2230",2230,"Gpt2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2231",2231,"Kctd12",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2232",2232,"Noct",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2233",2233,"Ntrk3",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2234",2234,"Paqr8",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2235",2235,"Pcnp",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2236",2236,"Prickle2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2237",2237,"Tcof1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2238",2238,"Wbp5",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2239",2239,"Cpeb1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2240",2240,"Ubfd1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2241",2241,"Elavl4",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2242",2242,"Snx19",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2243",2243,"Usp1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2244",2244,"Arrdc3",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2245",2245,"Ppfia1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2246",2246,"Cdr2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2247",2247,"Pex11b",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2248",2248,"Ssfa2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2249",2249,"Avl9",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2250",2250,"Slc1a2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2251",2251,"Bambi",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2252",2252,"Ccnl1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2253",2253,"Tsc22d3",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2254",2254,"Usp2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2255",2255,"Wdr31",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2256",2256,"1810011O10Rik",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2257",2257,"Acta1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2258",2258,"Actb",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2259",2259,"Actg1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2260",2260,"Akap12",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2261",2261,"Azin1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2262",2262,"Clic4",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2263",2263,"Cnn2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2264",2264,"Dnaja1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2265",2265,"Dusp8",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2266",2266,"Epha2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2267",2267,"Fermt2",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2268",2268,"Gpx1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2269",2269,"Hsp90aa1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2270",2270,"Hsp90ab1",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2271",2271,"Myadm",NA,NA,"V1 scRNAseq_PRGs",NA,1
"2272",2272,"Picalm",NA,NA,"V1 scRNAseq_PRGs",NA,1
